min_speed,max_speed,covariance
0,0.0298457,0
0.0298457,0.375381,0.019804846590043113
0.375381,0.913711,0.022235456201689225
0.913711,1.50005,0.0193713109279411
1.50005,2.02305,0.013736913631724008
2.02305,2.46735,0.009615065377273151
2.46735,2.8319,0.005356736433682858
2.8319,3.14985,0.005277583154063287
3.14985,3.59878,0.009498498517748147
3.59878,4.7879,0.008484252209838505
